Problem,Observations,Goals,Real Goal
depots/10/depots_p01_hyp-4_10_1,2,10,3
depots/10/depots_p01_hyp-4_10_2,2,10,3
depots/10/depots_p01_hyp-4_10_3,1,10,2
depots/10/depots_p02_hyp-1_10_1,3,10,0
depots/10/depots_p02_hyp-1_10_2,3,10,0
depots/10/depots_p02_hyp-1_10_3,3,10,0
depots/10/depots_p02_hyp-2_10_1,3,10,1
depots/10/depots_p02_hyp-2_10_2,3,10,1
depots/10/depots_p02_hyp-2_10_3,3,10,1
depots/10/depots_p02_hyp-3_10_1,3,10,2
depots/10/depots_p02_hyp-3_10_2,3,10,2
depots/10/depots_p02_hyp-3_10_3,3,10,2
depots/10/depots_p02_hyp-4_10_1,3,10,3
depots/10/depots_p02_hyp-4_10_2,3,10,3
depots/10/depots_p02_hyp-4_10_3,3,10,3
depots/10/depots_p03_hyp-1_10_1,1,8,0
depots/10/depots_p03_hyp-1_10_2,1,8,0
depots/10/depots_p03_hyp-1_10_3,1,8,0
depots/10/depots_p03_hyp-2_10_1,1,8,1
depots/10/depots_p03_hyp-2_10_2,1,8,1
depots/10/depots_p03_hyp-2_10_3,1,8,1
depots/10/depots_p03_hyp-3_10_1,1,8,2
depots/10/depots_p03_hyp-3_10_2,1,8,2
depots/10/depots_p03_hyp-3_10_3,1,8,2
depots/10/depots_p03_hyp-4_10_1,1,8,3
depots/10/depots_p03_hyp-4_10_2,1,8,3
depots/10/depots_p03_hyp-4_10_3,1,8,3
depots/10/depots_p04_hyp-1_10_1,4,8,0
depots/10/depots_p04_hyp-1_10_2,4,8,0
depots/10/depots_p04_hyp-1_10_3,4,8,0
depots/10/depots_p04_hyp-2_10_1,4,8,1
depots/10/depots_p04_hyp-2_10_2,4,8,1
depots/10/depots_p04_hyp-2_10_3,4,8,1
depots/10/depots_p04_hyp-3_10_1,6,8,2
depots/10/depots_p04_hyp-3_10_2,6,8,2
depots/10/depots_p04_hyp-3_10_3,6,8,2
depots/10/depots_p04_hyp-4_10_1,8,8,3
depots/10/depots_p04_hyp-4_10_2,8,8,3
depots/10/depots_p04_hyp-4_10_3,8,8,3
depots/10/depots_p05_hyp-1_10_1,4,10,0
depots/10/depots_p05_hyp-1_10_2,4,10,0
depots/10/depots_p05_hyp-1_10_3,4,10,0
depots/10/depots_p05_hyp-2_10_1,4,10,4
depots/10/depots_p05_hyp-2_10_2,4,10,4
depots/10/depots_p05_hyp-2_10_3,4,10,4
depots/10/depots_p05_hyp-3_10_1,4,10,6
depots/10/depots_p05_hyp-3_10_2,4,10,6
depots/10/depots_p05_hyp-3_10_3,4,10,6
depots/10/depots_p05_hyp-4_10_1,4,10,8
depots/10/depots_p05_hyp-4_10_2,4,10,8
depots/10/depots_p05_hyp-4_10_3,1,10,2
depots/10/depots_p06_hyp-1_10_1,3,8,0
depots/10/depots_p06_hyp-1_10_2,3,8,0
depots/10/depots_p06_hyp-1_10_3,3,8,0
depots/10/depots_p06_hyp-2_10_1,3,8,2
depots/10/depots_p06_hyp-2_10_2,3,8,2
depots/10/depots_p06_hyp-2_10_3,3,8,2
depots/10/depots_p06_hyp-3_10_1,3,8,4
depots/10/depots_p06_hyp-3_10_2,3,8,4
depots/10/depots_p06_hyp-3_10_3,3,8,4
depots/10/depots_p06_hyp-4_10_1,3,8,6
depots/10/depots_p06_hyp-4_10_2,3,8,6
depots/10/depots_p06_hyp-4_10_3,3,8,6
depots/10/depots_p07_hyp-1_10_1,4,8,0
depots/10/depots_p07_hyp-1_10_2,4,8,0
depots/10/depots_p07_hyp-1_10_3,4,8,0
depots/10/depots_p07_hyp-2_10_1,4,8,2
depots/10/depots_p07_hyp-2_10_2,4,8,2
depots/10/depots_p07_hyp-2_10_3,4,8,2
depots/10/depots_p07_hyp-3_10_1,4,8,4
depots/10/depots_p07_hyp-3_10_2,4,8,4
depots/10/depots_p07_hyp-3_10_3,4,8,4
depots/10/depots_p07_hyp-4_10_1,4,8,6
depots/10/depots_p07_hyp-4_10_2,4,8,6
depots/10/depots_p07_hyp-4_10_3,4,8,6
depots/100/depots_p01_hyp-1_full,15,10,0
depots/100/depots_p01_hyp-2_full,16,10,1
depots/100/depots_p01_hyp-3_full,10,10,2
depots/100/depots_p01_hyp-4_full,11,10,3
depots/100/depots_p02_hyp-1_full,27,10,0
depots/100/depots_p02_hyp-2_full,27,10,1
depots/100/depots_p02_hyp-3_full,27,10,2
depots/100/depots_p02_hyp-4_full,27,10,3
depots/100/depots_p03_hyp-1_full,6,8,0
depots/100/depots_p03_hyp-2_full,10,8,1
depots/100/depots_p03_hyp-3_full,9,8,2
depots/100/depots_p03_hyp-4_full,10,8,3
depots/100/depots_p04_hyp-1_full,39,8,0
depots/100/depots_p04_hyp-2_full,36,8,1
depots/100/depots_p04_hyp-3_full,56,8,2
depots/100/depots_p04_hyp-4_full,78,8,3
depots/100/depots_p05_hyp-1_full,34,10,0
depots/100/depots_p05_hyp-2_full,33,10,4
depots/100/depots_p05_hyp-3_full,33,10,6
depots/100/depots_p05_hyp-4_full,39,10,8
depots/100/depots_p06_hyp-1_full,23,8,0
depots/100/depots_p06_hyp-2_full,27,8,2
depots/100/depots_p06_hyp-3_full,23,8,4
depots/100/depots_p06_hyp-4_full,23,8,6
depots/100/depots_p07_hyp-1_full,31,8,0
depots/100/depots_p07_hyp-2_full,32,8,2
depots/100/depots_p07_hyp-3_full,33,8,4
depots/100/depots_p07_hyp-4_full,33,8,6
depots/30/depots_p01_hyp-1_30_1,5,10,0
depots/30/depots_p01_hyp-1_30_2,5,10,0
depots/30/depots_p01_hyp-1_30_3,5,10,0
depots/30/depots_p01_hyp-2_30_1,5,10,1
depots/30/depots_p01_hyp-2_30_2,5,10,1
depots/30/depots_p01_hyp-2_30_3,5,10,1
depots/30/depots_p01_hyp-3_30_1,3,10,2
depots/30/depots_p01_hyp-3_30_2,3,10,2
depots/30/depots_p01_hyp-3_30_3,3,10,2
depots/30/depots_p01_hyp-4_30_1,4,10,3
depots/30/depots_p01_hyp-4_30_2,4,10,3
depots/30/depots_p01_hyp-4_30_3,4,10,3
depots/30/depots_p02_hyp-1_30_1,9,10,0
depots/30/depots_p02_hyp-1_30_2,9,10,0
depots/30/depots_p02_hyp-1_30_3,9,10,0
depots/30/depots_p02_hyp-2_30_1,9,10,1
depots/30/depots_p02_hyp-2_30_2,9,10,1
depots/30/depots_p02_hyp-2_30_3,9,10,1
depots/30/depots_p02_hyp-3_30_1,9,10,2
depots/30/depots_p02_hyp-3_30_2,9,10,2
depots/30/depots_p02_hyp-3_30_3,9,10,2
depots/30/depots_p02_hyp-4_30_1,9,10,3
depots/30/depots_p02_hyp-4_30_2,9,10,3
depots/30/depots_p02_hyp-4_30_3,9,10,3
depots/30/depots_p03_hyp-1_30_1,2,8,0
depots/30/depots_p03_hyp-1_30_2,2,8,0
depots/30/depots_p03_hyp-1_30_3,2,8,0
depots/30/depots_p03_hyp-2_30_1,3,8,1
depots/30/depots_p03_hyp-2_30_2,3,8,1
depots/30/depots_p03_hyp-2_30_3,3,8,1
depots/30/depots_p03_hyp-3_30_1,3,8,2
depots/30/depots_p03_hyp-3_30_2,3,8,2
depots/30/depots_p03_hyp-3_30_3,3,8,2
depots/30/depots_p03_hyp-4_30_1,3,8,3
depots/30/depots_p03_hyp-4_30_2,3,8,3
depots/30/depots_p03_hyp-4_30_3,3,8,3
depots/30/depots_p04_hyp-1_30_1,12,8,0
depots/30/depots_p04_hyp-1_30_2,12,8,0
depots/30/depots_p04_hyp-1_30_3,12,8,0
depots/30/depots_p04_hyp-2_30_1,11,8,1
depots/30/depots_p04_hyp-2_30_2,11,8,1
depots/30/depots_p04_hyp-2_30_3,11,8,1
depots/30/depots_p04_hyp-3_30_1,17,8,2
depots/30/depots_p04_hyp-3_30_2,17,8,2
depots/30/depots_p04_hyp-3_30_3,17,8,2
depots/30/depots_p04_hyp-4_30_1,24,8,3
depots/30/depots_p04_hyp-4_30_2,24,8,3
depots/30/depots_p04_hyp-4_30_3,24,8,3
depots/30/depots_p05_hyp-1_30_1,11,10,0
depots/30/depots_p05_hyp-1_30_2,11,10,0
depots/30/depots_p05_hyp-1_30_3,11,10,0
depots/30/depots_p05_hyp-2_30_1,10,10,4
depots/30/depots_p05_hyp-2_30_2,10,10,4
depots/30/depots_p05_hyp-2_30_3,10,10,4
depots/30/depots_p05_hyp-3_30_1,10,10,6
depots/30/depots_p05_hyp-3_30_2,10,10,6
depots/30/depots_p05_hyp-3_30_3,10,10,6
depots/30/depots_p05_hyp-4_30_1,12,10,8
depots/30/depots_p05_hyp-4_30_2,12,10,8
depots/30/depots_p05_hyp-4_30_3,12,10,8
depots/30/depots_p06_hyp-1_30_1,7,8,0
depots/30/depots_p06_hyp-1_30_2,7,8,0
depots/30/depots_p06_hyp-1_30_3,7,8,0
depots/30/depots_p06_hyp-2_30_1,9,8,2
depots/30/depots_p06_hyp-2_30_2,9,8,2
depots/30/depots_p06_hyp-2_30_3,9,8,2
depots/30/depots_p06_hyp-3_30_1,7,8,4
depots/30/depots_p06_hyp-3_30_2,7,8,4
depots/30/depots_p06_hyp-3_30_3,7,8,4
depots/30/depots_p06_hyp-4_30_1,7,8,6
depots/30/depots_p06_hyp-4_30_2,7,8,6
depots/30/depots_p06_hyp-4_30_3,7,8,6
depots/30/depots_p07_hyp-1_30_1,10,8,0
depots/30/depots_p07_hyp-1_30_2,10,8,0
depots/30/depots_p07_hyp-1_30_3,10,8,0
depots/30/depots_p07_hyp-2_30_1,10,8,2
depots/30/depots_p07_hyp-2_30_2,10,8,2
depots/30/depots_p07_hyp-2_30_3,10,8,2
depots/30/depots_p07_hyp-3_30_1,10,8,4
depots/30/depots_p07_hyp-3_30_2,10,8,4
depots/30/depots_p07_hyp-3_30_3,10,8,4
depots/30/depots_p07_hyp-4_30_1,10,8,6
depots/30/depots_p07_hyp-4_30_2,10,8,6
depots/30/depots_p07_hyp-4_30_3,10,8,6
depots/50/depots_p01_hyp-1_50_1,8,10,0
depots/50/depots_p01_hyp-1_50_2,8,10,0
depots/50/depots_p01_hyp-1_50_3,8,10,0
depots/50/depots_p01_hyp-2_50_1,8,10,1
depots/50/depots_p01_hyp-2_50_2,8,10,1
depots/50/depots_p01_hyp-2_50_3,8,10,1
depots/50/depots_p01_hyp-3_50_1,5,10,2
depots/50/depots_p01_hyp-3_50_2,5,10,2
depots/50/depots_p01_hyp-3_50_3,5,10,2
depots/50/depots_p01_hyp-4_50_1,6,10,3
depots/50/depots_p01_hyp-4_50_2,6,10,3
depots/50/depots_p01_hyp-4_50_3,6,10,3
depots/50/depots_p02_hyp-1_50_1,14,10,0
depots/50/depots_p02_hyp-1_50_2,14,10,0
depots/50/depots_p02_hyp-1_50_3,14,10,0
depots/50/depots_p02_hyp-2_50_1,14,10,1
depots/50/depots_p02_hyp-2_50_2,14,10,1
depots/50/depots_p02_hyp-2_50_3,14,10,1
depots/50/depots_p02_hyp-3_50_1,14,10,2
depots/50/depots_p02_hyp-3_50_2,14,10,2
depots/50/depots_p02_hyp-3_50_3,14,10,2
depots/50/depots_p02_hyp-4_50_1,14,10,3
depots/50/depots_p02_hyp-4_50_2,14,10,3
depots/50/depots_p02_hyp-4_50_3,14,10,3
depots/50/depots_p03_hyp-1_50_1,3,8,0
depots/50/depots_p03_hyp-1_50_2,3,8,0
depots/50/depots_p03_hyp-1_50_3,3,8,0
depots/50/depots_p03_hyp-2_50_1,5,8,1
depots/50/depots_p03_hyp-2_50_2,5,8,1
depots/50/depots_p03_hyp-2_50_3,5,8,1
depots/50/depots_p03_hyp-3_50_1,5,8,2
depots/50/depots_p03_hyp-3_50_2,5,8,2
depots/50/depots_p03_hyp-3_50_3,5,8,2
depots/50/depots_p03_hyp-4_50_1,5,8,3
depots/50/depots_p03_hyp-4_50_2,5,8,3
depots/50/depots_p03_hyp-4_50_3,5,8,3
depots/50/depots_p04_hyp-1_50_1,20,8,0
depots/50/depots_p04_hyp-1_50_2,20,8,0
depots/50/depots_p04_hyp-1_50_3,20,8,0
depots/50/depots_p04_hyp-2_50_1,18,8,1
depots/50/depots_p04_hyp-2_50_2,18,8,1
depots/50/depots_p04_hyp-2_50_3,18,8,1
depots/50/depots_p04_hyp-3_50_1,28,8,2
depots/50/depots_p04_hyp-3_50_2,28,8,2
depots/50/depots_p04_hyp-3_50_3,28,8,2
depots/50/depots_p04_hyp-4_50_1,39,8,3
depots/50/depots_p04_hyp-4_50_2,39,8,3
depots/50/depots_p04_hyp-4_50_3,39,8,3
depots/50/depots_p05_hyp-1_50_1,17,10,0
depots/50/depots_p05_hyp-1_50_2,17,10,0
depots/50/depots_p05_hyp-1_50_3,17,10,0
depots/50/depots_p05_hyp-2_50_1,17,10,4
depots/50/depots_p05_hyp-2_50_2,17,10,4
depots/50/depots_p05_hyp-2_50_3,17,10,4
depots/50/depots_p05_hyp-3_50_1,17,10,6
depots/50/depots_p05_hyp-3_50_2,17,10,6
depots/50/depots_p05_hyp-3_50_3,17,10,6
depots/50/depots_p05_hyp-4_50_1,20,10,8
depots/50/depots_p05_hyp-4_50_2,20,10,8
depots/50/depots_p05_hyp-4_50_3,20,10,8
depots/50/depots_p06_hyp-1_50_1,12,8,0
depots/50/depots_p06_hyp-1_50_2,12,8,0
depots/50/depots_p06_hyp-1_50_3,12,8,0
depots/50/depots_p06_hyp-2_50_1,14,8,2
depots/50/depots_p06_hyp-2_50_2,14,8,2
depots/50/depots_p06_hyp-2_50_3,14,8,2
depots/50/depots_p06_hyp-3_50_1,12,8,4
depots/50/depots_p06_hyp-3_50_2,12,8,4
depots/50/depots_p06_hyp-3_50_3,12,8,4
depots/50/depots_p06_hyp-4_50_1,12,8,6
depots/50/depots_p06_hyp-4_50_2,12,8,6
depots/50/depots_p06_hyp-4_50_3,12,8,6
depots/50/depots_p07_hyp-1_50_1,16,8,0
depots/50/depots_p07_hyp-1_50_2,16,8,0
depots/50/depots_p07_hyp-1_50_3,16,8,0
depots/50/depots_p07_hyp-2_50_1,16,8,2
depots/50/depots_p07_hyp-2_50_2,16,8,2
depots/50/depots_p07_hyp-2_50_3,16,8,2
depots/50/depots_p07_hyp-3_50_1,17,8,4
depots/50/depots_p07_hyp-3_50_2,17,8,4
depots/50/depots_p07_hyp-3_50_3,17,8,4
depots/50/depots_p07_hyp-4_50_1,17,8,6
depots/50/depots_p07_hyp-4_50_2,17,8,6
depots/50/depots_p07_hyp-4_50_3,17,8,6
depots/70/depots_p01_hyp-1_70_1,11,10,0
depots/70/depots_p01_hyp-1_70_2,11,10,0
depots/70/depots_p01_hyp-1_70_3,11,10,0
depots/70/depots_p01_hyp-2_70_1,12,10,1
depots/70/depots_p01_hyp-2_70_2,12,10,1
depots/70/depots_p01_hyp-2_70_3,12,10,1
depots/70/depots_p01_hyp-3_70_1,7,10,2
depots/70/depots_p01_hyp-3_70_2,7,10,2
depots/70/depots_p01_hyp-3_70_3,7,10,2
depots/70/depots_p01_hyp-4_70_1,8,10,3
depots/70/depots_p01_hyp-4_70_2,8,10,3
depots/70/depots_p01_hyp-4_70_3,8,10,3
depots/70/depots_p02_hyp-1_70_1,19,10,0
depots/70/depots_p02_hyp-1_70_2,19,10,0
depots/70/depots_p02_hyp-1_70_3,19,10,0
depots/70/depots_p02_hyp-2_70_1,19,10,1
depots/70/depots_p02_hyp-2_70_2,19,10,1
depots/70/depots_p02_hyp-2_70_3,19,10,1
depots/70/depots_p02_hyp-3_70_1,19,10,2
depots/70/depots_p02_hyp-3_70_2,19,10,2
depots/70/depots_p02_hyp-3_70_3,19,10,2
depots/70/depots_p02_hyp-4_70_1,19,10,3
depots/70/depots_p02_hyp-4_70_2,19,10,3
depots/70/depots_p02_hyp-4_70_3,19,10,3
depots/70/depots_p03_hyp-1_70_1,5,8,0
depots/70/depots_p03_hyp-1_70_2,5,8,0
depots/70/depots_p03_hyp-1_70_3,5,8,0
depots/70/depots_p03_hyp-2_70_1,7,8,1
depots/70/depots_p03_hyp-2_70_2,7,8,1
depots/70/depots_p03_hyp-2_70_3,7,8,1
depots/70/depots_p03_hyp-3_70_1,7,8,2
depots/70/depots_p03_hyp-3_70_2,7,8,2
depots/70/depots_p03_hyp-3_70_3,7,8,2
depots/70/depots_p03_hyp-4_70_1,7,8,3
depots/70/depots_p03_hyp-4_70_2,7,8,3
depots/70/depots_p03_hyp-4_70_3,7,8,3
depots/70/depots_p04_hyp-1_70_1,28,8,0
depots/70/depots_p04_hyp-1_70_2,28,8,0
depots/70/depots_p04_hyp-1_70_3,28,8,0
depots/70/depots_p04_hyp-2_70_1,26,8,1
depots/70/depots_p04_hyp-2_70_2,26,8,1
depots/70/depots_p04_hyp-2_70_3,26,8,1
depots/70/depots_p04_hyp-3_70_1,40,8,2
depots/70/depots_p04_hyp-3_70_2,40,8,2
depots/70/depots_p04_hyp-3_70_3,40,8,2
depots/70/depots_p04_hyp-4_70_1,55,8,3
depots/70/depots_p04_hyp-4_70_2,55,8,3
depots/70/depots_p04_hyp-4_70_3,55,8,3
depots/70/depots_p05_hyp-1_70_1,24,10,0
depots/70/depots_p05_hyp-1_70_2,24,10,0
depots/70/depots_p05_hyp-1_70_3,24,10,0
depots/70/depots_p05_hyp-2_70_1,24,10,4
depots/70/depots_p05_hyp-2_70_2,24,10,4
depots/70/depots_p05_hyp-2_70_3,24,10,4
depots/70/depots_p05_hyp-3_70_1,24,10,6
depots/70/depots_p05_hyp-3_70_2,24,10,6
depots/70/depots_p05_hyp-3_70_3,24,10,6
depots/70/depots_p05_hyp-4_70_1,28,10,8
depots/70/depots_p05_hyp-4_70_2,28,10,8
depots/70/depots_p05_hyp-4_70_3,28,10,8
depots/70/depots_p06_hyp-1_70_1,17,8,0
depots/70/depots_p06_hyp-1_70_2,17,8,0
depots/70/depots_p06_hyp-1_70_3,17,8,0
depots/70/depots_p06_hyp-2_70_1,19,8,2
depots/70/depots_p06_hyp-2_70_2,19,8,2
depots/70/depots_p06_hyp-2_70_3,19,8,2
depots/70/depots_p06_hyp-3_70_1,17,8,4
depots/70/depots_p06_hyp-3_70_2,17,8,4
depots/70/depots_p06_hyp-3_70_3,17,8,4
depots/70/depots_p06_hyp-4_70_1,17,8,6
depots/70/depots_p06_hyp-4_70_2,17,8,6
depots/70/depots_p06_hyp-4_70_3,17,8,6
depots/70/depots_p07_hyp-1_70_1,22,8,0
depots/70/depots_p07_hyp-1_70_2,22,8,0
depots/70/depots_p07_hyp-1_70_3,22,8,0
depots/70/depots_p07_hyp-2_70_1,23,8,2
depots/70/depots_p07_hyp-2_70_2,23,8,2
depots/70/depots_p07_hyp-2_70_3,23,8,2
depots/70/depots_p07_hyp-3_70_1,24,8,4
depots/70/depots_p07_hyp-3_70_2,24,8,4
depots/70/depots_p07_hyp-3_70_3,24,8,4
depots/70/depots_p07_hyp-4_70_1,24,8,6
depots/70/depots_p07_hyp-4_70_2,24,8,6
depots/70/depots_p07_hyp-4_70_3,24,8,6
driverlog/10/driverlog_p01_hyp-1_10_1,2,6,0
driverlog/10/driverlog_p01_hyp-1_10_2,2,6,0
driverlog/10/driverlog_p01_hyp-1_10_3,2,6,0
driverlog/10/driverlog_p01_hyp-2_10_1,2,6,1
driverlog/10/driverlog_p01_hyp-2_10_2,2,6,1
driverlog/10/driverlog_p01_hyp-2_10_3,2,6,1
driverlog/10/driverlog_p01_hyp-3_10_1,2,6,2
driverlog/10/driverlog_p01_hyp-3_10_2,2,6,2
driverlog/10/driverlog_p01_hyp-3_10_3,2,6,2
driverlog/10/driverlog_p01_hyp-4_10_1,2,6,3
driverlog/10/driverlog_p01_hyp-4_10_2,2,6,3
driverlog/10/driverlog_p01_hyp-4_10_3,2,6,3
driverlog/10/driverlog_p02_hyp-1_10_1,2,6,0
driverlog/10/driverlog_p02_hyp-1_10_2,2,6,0
driverlog/10/driverlog_p02_hyp-1_10_3,2,6,0
driverlog/10/driverlog_p02_hyp-2_10_1,2,6,1
driverlog/10/driverlog_p02_hyp-2_10_2,2,6,1
driverlog/10/driverlog_p02_hyp-2_10_3,2,6,1
driverlog/10/driverlog_p02_hyp-3_10_1,2,6,2
driverlog/10/driverlog_p02_hyp-3_10_2,2,6,2
driverlog/10/driverlog_p02_hyp-3_10_3,2,6,2
driverlog/10/driverlog_p02_hyp-4_10_1,2,6,3
driverlog/10/driverlog_p02_hyp-4_10_2,2,6,3
driverlog/10/driverlog_p02_hyp-4_10_3,2,6,3
driverlog/10/driverlog_p03_hyp-1_10_1,1,8,0
driverlog/10/driverlog_p03_hyp-1_10_2,1,8,0
driverlog/10/driverlog_p03_hyp-1_10_3,1,8,0
driverlog/10/driverlog_p03_hyp-2_10_1,2,8,1
driverlog/10/driverlog_p03_hyp-2_10_2,2,8,1
driverlog/10/driverlog_p03_hyp-2_10_3,2,8,1
driverlog/10/driverlog_p03_hyp-3_10_1,1,8,2
driverlog/10/driverlog_p03_hyp-3_10_2,1,8,2
driverlog/10/driverlog_p03_hyp-3_10_3,1,8,2
driverlog/10/driverlog_p03_hyp-4_10_1,1,8,3
driverlog/10/driverlog_p03_hyp-4_10_2,1,8,3
driverlog/10/driverlog_p03_hyp-4_10_3,1,8,3
driverlog/10/driverlog_p04_hyp-1_10_1,3,6,0
driverlog/10/driverlog_p04_hyp-1_10_2,3,6,0
driverlog/10/driverlog_p04_hyp-1_10_3,3,6,0
driverlog/10/driverlog_p04_hyp-2_10_1,3,6,1
driverlog/10/driverlog_p04_hyp-2_10_2,3,6,1
driverlog/10/driverlog_p04_hyp-2_10_3,3,6,1
driverlog/10/driverlog_p04_hyp-3_10_1,3,6,2
driverlog/10/driverlog_p04_hyp-3_10_2,3,6,2
driverlog/10/driverlog_p04_hyp-3_10_3,3,6,2
driverlog/10/driverlog_p04_hyp-4_10_1,3,6,3
driverlog/10/driverlog_p04_hyp-4_10_2,3,6,3
driverlog/10/driverlog_p04_hyp-4_10_3,3,6,3
driverlog/10/driverlog_p05_hyp-1_10_1,3,6,0
driverlog/10/driverlog_p05_hyp-1_10_2,3,6,0
driverlog/10/driverlog_p05_hyp-1_10_3,3,6,0
driverlog/10/driverlog_p05_hyp-2_10_1,2,6,1
driverlog/10/driverlog_p05_hyp-2_10_2,2,6,1
driverlog/10/driverlog_p05_hyp-2_10_3,2,6,1
driverlog/10/driverlog_p05_hyp-3_10_1,3,6,2
driverlog/10/driverlog_p05_hyp-3_10_2,3,6,2
driverlog/10/driverlog_p05_hyp-3_10_3,3,6,2
driverlog/10/driverlog_p05_hyp-4_10_1,2,6,3
driverlog/10/driverlog_p05_hyp-4_10_2,2,6,3
driverlog/10/driverlog_p05_hyp-4_10_3,2,6,3
driverlog/10/driverlog_p06_hyp-1_10_1,3,10,0
driverlog/10/driverlog_p06_hyp-1_10_2,3,10,0
driverlog/10/driverlog_p06_hyp-1_10_3,3,10,0
driverlog/10/driverlog_p06_hyp-2_10_1,3,10,4
driverlog/10/driverlog_p06_hyp-2_10_2,3,10,4
driverlog/10/driverlog_p06_hyp-2_10_3,3,10,4
driverlog/10/driverlog_p06_hyp-3_10_1,3,10,6
driverlog/10/driverlog_p06_hyp-3_10_2,3,10,6
driverlog/10/driverlog_p06_hyp-3_10_3,3,10,6
driverlog/10/driverlog_p06_hyp-4_10_1,5,10,8
driverlog/10/driverlog_p06_hyp-4_10_2,5,10,8
driverlog/10/driverlog_p06_hyp-4_10_3,5,10,8
driverlog/10/driverlog_p07_hyp-1_10_1,3,8,0
driverlog/10/driverlog_p07_hyp-1_10_2,3,8,0
driverlog/10/driverlog_p07_hyp-1_10_3,3,8,0
driverlog/10/driverlog_p07_hyp-2_10_1,3,8,2
driverlog/10/driverlog_p07_hyp-2_10_2,3,8,2
driverlog/10/driverlog_p07_hyp-2_10_3,3,8,2
driverlog/10/driverlog_p07_hyp-3_10_1,5,8,5
driverlog/10/driverlog_p07_hyp-3_10_2,5,8,5
driverlog/10/driverlog_p07_hyp-3_10_3,5,8,5
driverlog/10/driverlog_p07_hyp-4_10_1,5,8,6
driverlog/10/driverlog_p07_hyp-4_10_2,5,8,6
driverlog/10/driverlog_p07_hyp-4_10_3,5,8,6
driverlog/100/driverlog_p01_hyp-1_full,13,6,0
driverlog/100/driverlog_p01_hyp-2_full,15,6,1
driverlog/100/driverlog_p01_hyp-3_full,15,6,2
driverlog/100/driverlog_p01_hyp-4_full,17,6,3
driverlog/100/driverlog_p02_hyp-1_full,11,6,0
driverlog/100/driverlog_p02_hyp-2_full,15,6,1
driverlog/100/driverlog_p02_hyp-3_full,13,6,2
driverlog/100/driverlog_p02_hyp-4_full,16,6,3
driverlog/100/driverlog_p03_hyp-1_full,8,8,0
driverlog/100/driverlog_p03_hyp-2_full,13,8,1
driverlog/100/driverlog_p03_hyp-3_full,10,8,2
driverlog/100/driverlog_p03_hyp-4_full,8,8,3
driverlog/100/driverlog_p04_hyp-1_full,27,6,0
driverlog/100/driverlog_p04_hyp-2_full,27,6,1
driverlog/100/driverlog_p04_hyp-3_full,28,6,2
driverlog/100/driverlog_p04_hyp-4_full,29,6,3
driverlog/100/driverlog_p05_hyp-1_full,23,6,0
driverlog/100/driverlog_p05_hyp-2_full,20,6,1
driverlog/100/driverlog_p05_hyp-3_full,21,6,2
driverlog/100/driverlog_p05_hyp-4_full,20,6,3
driverlog/100/driverlog_p06_hyp-1_full,27,10,0
driverlog/100/driverlog_p06_hyp-2_full,27,10,4
driverlog/100/driverlog_p06_hyp-3_full,28,10,6
driverlog/100/driverlog_p06_hyp-4_full,42,10,8
driverlog/100/driverlog_p07_hyp-1_full,26,8,0
driverlog/100/driverlog_p07_hyp-2_full,25,8,2
driverlog/100/driverlog_p07_hyp-3_full,43,8,5
driverlog/100/driverlog_p07_hyp-4_full,41,8,6
driverlog/30/driverlog_p01_hyp-1_30_1,4,6,0
driverlog/30/driverlog_p01_hyp-1_30_2,4,6,0
driverlog/30/driverlog_p01_hyp-1_30_3,4,6,0
driverlog/30/driverlog_p01_hyp-2_30_1,5,6,1
driverlog/30/driverlog_p01_hyp-2_30_2,5,6,1
driverlog/30/driverlog_p01_hyp-2_30_3,5,6,1
driverlog/30/driverlog_p01_hyp-3_30_1,5,6,2
driverlog/30/driverlog_p01_hyp-3_30_2,5,6,2
driverlog/30/driverlog_p01_hyp-3_30_3,5,6,2
driverlog/30/driverlog_p01_hyp-4_30_1,6,6,3
driverlog/30/driverlog_p01_hyp-4_30_2,6,6,3
driverlog/30/driverlog_p01_hyp-4_30_3,6,6,3
driverlog/30/driverlog_p02_hyp-1_30_1,4,6,0
driverlog/30/driverlog_p02_hyp-1_30_2,4,6,0
driverlog/30/driverlog_p02_hyp-1_30_3,4,6,0
driverlog/30/driverlog_p02_hyp-2_30_1,5,6,1
driverlog/30/driverlog_p02_hyp-2_30_2,5,6,1
driverlog/30/driverlog_p02_hyp-2_30_3,5,6,1
driverlog/30/driverlog_p02_hyp-3_30_1,4,6,2
driverlog/30/driverlog_p02_hyp-3_30_2,4,6,2
driverlog/30/driverlog_p02_hyp-3_30_3,4,6,2
driverlog/30/driverlog_p02_hyp-4_30_1,5,6,3
driverlog/30/driverlog_p02_hyp-4_30_2,5,6,3
driverlog/30/driverlog_p02_hyp-4_30_3,5,6,3
driverlog/30/driverlog_p03_hyp-1_30_1,3,8,0
driverlog/30/driverlog_p03_hyp-1_30_2,3,8,0
driverlog/30/driverlog_p03_hyp-1_30_3,3,8,0
driverlog/30/driverlog_p03_hyp-2_30_1,4,8,1
driverlog/30/driverlog_p03_hyp-2_30_2,4,8,1
driverlog/30/driverlog_p03_hyp-2_30_3,4,8,1
driverlog/30/driverlog_p03_hyp-3_30_1,3,8,2
driverlog/30/driverlog_p03_hyp-3_30_2,3,8,2
driverlog/30/driverlog_p03_hyp-3_30_3,3,8,2
